"course_name","number_of_credits","course_code","main_field_of_study","program_title"
"Microbial Genetics",15,"1BG201","Biology G2F","Bachelor's Programme in Biology/Molecular Biology – Biology/Molecular Biology"
"Microbiology",15,"1BG307","Biology A1N, Technology A1N","Master's Programme in Applied Biotechnology"
"Microbiology",5,"1MB311","Biology G2F, Technology G2F","Master's Programme in Molecular Biotechnology Engineering"
"Microcontroller Programming",5,"1TE723","Computer Science A1N, Embedded Systems A1N, Technology A1N","Master's Programme in Computer and Information Engineering"
"Microcontroller Programming",10,"1TE663","Computer Science A1N, Embedded Systems A1N, Technology A1N","Master's Programme in Electrical Engineering"
"Microcontroller Programming",5,"1TE723","Computer Science A1N, Embedded Systems A1N, Technology A1N","Master's Programme in Embedded Systems"
"Microcontroller Programming",10,"1TE663","Computer Science A1N, Embedded Systems A1N, Technology A1N","Master's Programme in Embedded Systems"
"Microcontroller Programming",5,"1TE723","Computer Science A1N, Embedded Systems A1N, Technology A1N","Master's Programme in Engineering Physics"
"Microeconomic Theory",5,"2NE811","Economics A1N","Master's Programme in Computational Science"
"Microeconomic Theory",5,"2NE811","Economics A1N","Master's Programme in Mathematics – Financial Mathematics"
"Mineral Exploration",10,"1MP032","Earth Science A1N, Sustainable Development A1N","Master's Programme in Physics – Geophysics"
"Mineral Exploration",10,"1MP032","Earth Science A1N, Sustainable Development A1N","Master's Programme in Sustainable and Innovative Natural Resource Management – SINReM"
"Mineralogy and Gemmology",5,"1MP046","Earth Science A1N","Master's Programme in Earth Science – Geology"
"Mineralogy and Petrology",10,"1MP044","Chemistry G2F, Earth Science G2F","Bachelor's Programme in Earth Science – Earth Science"
"Mining of Social Data",10,"1DL465","Computer Science A1F, Data Science A1F","Master's Programme in Computer Science"
"Mining of Social Data",10,"1DL465","Computer Science A1F, Data Science A1F","Master's Programme in Data Science – Machine Learning and Statistics"
"Mining of Social Data",10,"1DL465","Computer Science A1F, Data Science A1F","Master's Programme in Data Science – Data Engineering"
"Model-Based Design of Embedded Software",10,"1DT059","Computer Science A1F, Embedded Systems A1F, Technology A1F","Master's Programme in Computer Science"
"Model-Based Design of Embedded Software",10,"1DT059","Computer Science A1F, Embedded Systems A1F, Technology A1F","Master's Programme in Computer and Information Engineering"
"Model-Based Design of Embedded Software",10,"1DT059","Computer Science A1F, Embedded Systems A1F, Technology A1F","Master's Programme in Embedded Systems"
"Modelling and Simulation Methods of Particle Transport",5,"1FA451","Physics A1N","Master's Programme in Physics – Nuclear and Particle Physics"
"Modelling Complex Systems",10,"1MA256","Computational Science A1N, Mathematics A1N","Bachelor's Programme in Mathematics"
"Modelling Complex Systems",10,"1MA256","Computational Science A1N, Mathematics A1N","Master's Programme in Computational Science"
"Modelling Complex Systems",10,"1MA256","Computational Science A1N, Mathematics A1N","Master's Programme in Engineering Physics"
"Modelling Complex Systems",10,"1MA256","Computational Science A1N, Mathematics A1N","Master's Programme in Mathematics – Applied Mathematics and Statistics"
"Modelling for Combinatorial Optimisation",5,"1DL451","Computer Science A1N","Master's Programme in Computer Science"
"Modelling for Combinatorial Optimisation",5,"1DL451","Computer Science A1N","Master's Programme in Computer and Information Engineering"
"Modelling for Combinatorial Optimisation",5,"1DL451","Computer Science A1N","Master's Programme in Data Science – Machine Learning and Statistics"
"Modelling of Aquatic Ecosystems",15,"1TV446","Biology A1F, Earth Science A1F, Technology A1F","Master's Programme in Environmental and Water Engineering"
"Modelling of Dynamic Systems",5,"1RT155","Sociotechnical Systems G2F, Technology G2F","Master's Programme in Sociotechnical Systems Engineering"
"Models for Biological Systems",5,"3FB207","Drug Discovery and Development A1N, Pharmaceutical Sciences A1N","Master's Programme in Chemical Engineering"
"Modern Methods in Organic Synthesis",5,"1KB482","Chemistry A1F","Master's Programme in Chemistry – Chemical Biology"
"Modern Methods in Organic Synthesis",5,"1KB482","Chemistry A1F","Master's Programme in Chemistry – Organic Chemistry"
"Modern Physics",5,"1TE078","Physics G1F","Master's Programme in Electrical Engineering"
"Modern Physics",5,"1TE078","Physics G1F","Master's Programme in Energy Systems Engineering"
"Modern Physics",5,"1TE078","Physics G1F","Master's Programme in Renewable Electricity Production"
"Modules and Homological Algebra",10,"1MA036","Mathematics A1N","Master's Programme in Mathematics – Mathematics"
"Molecular and Statistical Mechanics",10,"1MB464","Biology A1N, Biophysics A1N, Chemistry A1N, Technology A1N","Master's Programme in Biophysics"
"Molecular and Statistical Mechanics",10,"1MB464","Biology A1N, Biophysics A1N, Chemistry A1N, Technology A1N","Master's Programme in Molecular Biotechnology Engineering"
"Molecular Bioenergetics and Biophysics",10,"1KB703","Biology G1F, Chemistry G1F","Bachelor's Programme in Chemistry"
"Molecular Biology and Genetics",10,"1BG113","Biology G1F","Bachelor's Programme in Biology/Molecular Biology – Biology/Molecular Biology"
"Molecular Biology and Genetics II",15,"1BG230","Biology G2F","Bachelor's Programme in Biology/Molecular Biology – Biology/Molecular Biology"
"Molecular Biology Systems",10,"1MB466","Technology A1N","Master's Programme in Molecular Biotechnology Engineering"
"Molecular Biopharmaceutics",5,"3FG288","Drug Discovery and Development A1N, Pharmaceutical Sciences A1N","Master's Programme in Chemical Engineering"
"Molecular Biotechnology for Production",15,"1KB769","Chemistry A1F, Technology A1F","Master's Programme in Molecular Biotechnology Engineering"
"Molecular Cell Biology",15,"1BG320","Biology A1N","Master's Programme in Applied Biotechnology"
"Molecular Cell Biology",15,"1BG320","Biology A1N","Master's Programme in Chemistry – Biochemistry"
"Molecular Evolution",5,"1MB461","Bioinformatics A1N, Technology A1N","Master's Programme in Bioinformatics – Biology Background"
"Molecular Evolution",5,"1MB461","Bioinformatics A1N, Technology A1N","Master's Programme in Bioinformatics – Computer Science Background"
"Molecular Evolution",5,"1MB461","Bioinformatics A1N, Technology A1N","Master's Programme in Molecular Biotechnology Engineering"
"Molecular Infection Biology",15,"1BG326","Biology A1F","Master's Programme in Applied Biotechnology"
"Molecular Materials",10,"1KB360","Chemistry A1N, Materials Science A1N, Technology A1N","Master's Programme in Chemical Engineering"
"Molecular Materials",10,"1KB360","Chemistry A1N, Materials Science A1N, Technology A1N","Master's Programme in Chemistry – Bio and Nano Materials"
"Molecular Materials",10,"1KB360","Chemistry A1N, Materials Science A1N, Technology A1N","Master's Programme in Materials Science"
"Molecular Recognition in Biological Systems",15,"1KB425","Chemistry A1F","Master's Programme in Chemistry – Biochemistry"
"Molecular Recognition in Biological Systems",15,"1KB425","Chemistry A1F","Master's Programme in Chemistry – Chemical Biology"
"Molecular Recognition in Biological Systems",15,"1KB425","Chemistry A1F","Master's Programme in Molecular Biotechnology Engineering"
"Molecular Systems for Renewable Energy Conversion",10,"1KB749","Chemistry A1F","Master's Programme in Chemistry – Chemistry for Renewable Energy"
"Multivariate Methods",10,"1MS003","Mathematics G2F","Bachelor's Programme in Mathematics"
"Municipal and Industrial Wastewater Treatment",5,"1TV451","Technology A1N, Water Engineering A1N","Master's Programme in Environmental and Water Engineering"
"Municipal and Industrial Wastewater Treatment",5,"1TV451","Technology A1N, Water Engineering A1N","Master's Programme in Molecular Biotechnology Engineering"
"Municipal and Industrial Wastewater Treatment",5,"1TV451","Technology A1N, Water Engineering A1N","Master's Programme in Water Engineering"
"Nanobiotechnology and Biosensors",15,"1KB447","Chemistry A1N, Technology A1N","Master's Programme in Applied Biotechnology"
"Nanobiotechnology and Biosensors",15,"1KB447","Chemistry A1N, Technology A1N","Master's Programme in Chemistry – Bio and Nano Materials"
"Nanobiotechnology and Biosensors",15,"1KB447","Chemistry A1N, Technology A1N","Master's Programme in Chemistry – Biochemistry"
"Nanobiotechnology and Biosensors",15,"1KB447","Chemistry A1N, Technology A1N","Master's Programme in Chemistry – Chemical Biology"
"Nanobiotechnology and Biosensors",15,"1KB447","Chemistry A1N, Technology A1N","Master's Programme in Molecular Biotechnology Engineering"
"Nanomaterials in Energy and Environmental Applications",5,"1TM548","Materials Engineering A1N, Technology A1N","Master's Programme in Materials Engineering"
"Nanomaterials in Energy and Environmental Applications",5,"1TM548","Materials Engineering A1N, Technology A1N","Integrated Master's Programme in Materials Engineering"
"Nanoporous Materials with Applications",5,"1TM109","Materials Engineering A1N, Technology A1N","Master's Programme in Chemical Engineering"
"Nanoporous Materials with Applications",5,"1TM109","Materials Engineering A1N, Technology A1N","Master's Programme in Materials Engineering"
"Nanoporous Materials with Applications",5,"1TM109","Materials Engineering A1N, Technology A1N","Integrated Master's Programme in Materials Engineering"
"Nanoporous Materials with Applications",5,"1TM109","Materials Engineering A1N, Technology A1N","Master's Programme in Quantum Technology"
"Nanoscience",10,"1FA567","Chemistry A1N, Materials Science A1N, Physics A1N, Technology A1N","Master's Programme in Materials Science"
"Nanoscience",10,"1FA567","Chemistry A1N, Materials Science A1N, Physics A1N, Technology A1N","Master's Programme in Quantum Technology"
"Nanotechnology for Industrial Applications in Life Science",5,"1TE698","Materials Engineering A1N, Technology A1N","Master's Programme in Biophysics"
"Nanotechnology for Industrial Applications in Life Science",5,"1TE698","Materials Engineering A1N, Technology A1N","Master's Programme in Chemistry – Bio and Nano Materials"
"Nanotechnology for Industrial Applications in Life Science",5,"1TE698","Materials Engineering A1N, Technology A1N","Master's Programme in Materials Engineering"
"Nanotechnology for Industrial Applications in Life Science",5,"1TE698","Materials Engineering A1N, Technology A1N","Integrated Master's Programme in Materials Engineering"
"Nanotechnology for Industrial Applications in Life Science",5,"1TE698","Materials Engineering A1N, Technology A1N","Master's Programme in Materials Science"
"Nanotechnology for Industrial Applications in Life Science",5,"1TE698","Materials Engineering A1N, Technology A1N","Master's Programme in Molecular Biotechnology Engineering"
"Natural Computation Methods for Machine Learning",10,"1DL073","Computer Science A1N","Master's Programme in Computational Science"
"Natural Computation Methods for Machine Learning",10,"1DL073","Computer Science A1N","Master's Programme in Computer Science"
"Natural Computation Methods for Machine Learning",10,"1DL073","Computer Science A1N","Master's Programme in Computer and Information Engineering"
"Natural Computation Methods for Machine Learning",10,"1DL073","Computer Science A1N","Master's Programme in Data Science – Data Engineering"
"Natural Computation Methods for Machine Learning",10,"1DL073","Computer Science A1N","Master's Programme in Embedded Systems"
"Natural Hazards and Disasters",5,"1HY044","Earth Science A1F","Master's Programme in Earth Science – Hydrology/Hydrogeology"
"Natural Hazards and Disasters",5,"1HY044","Earth Science A1F","Master's Programme in Earth Science – Physical Geography"
"Natural Resources and Sustainable Development",10,"1GV306","Sustainable Development A1N","Master's Programme in Sustainable Development"
"Nature-Based Destinations and Sustainable Development",15,"1GV168","Sustainable Destination Development A1F","Master's Programme in Sustainable Destination Development"
